roc_top_bs,roc_entire_bs,roc_top_covid,roc_entire_covid,roc_top_celebrity,roc_entire_celebrity
0.7076388888888889,0.7013758599124453,0.7077735910878112,0.7140773116875745,0.4873949579831933,0.5560224089635855
0.567021567021567,0.780982905982906,0.7002827858583206,0.7240275583232643,0.5414141414141415,0.47577996715927745
0.5536512667660208,0.6296774193548387,0.6932044651481251,0.6978708133971292,0.4979707792207792,0.5380608974358974
0.5078226857887875,0.6994987468671678,0.7155542580496053,0.6983649086062453,0.44484702093397743,0.5257648953301127
0.6147899159663865,0.66729205753596,0.6992720813597103,0.7255710659898478,0.5169318645450836,0.40718074255405956
0.507638888888889,0.6474137931034483,0.6806082505269497,0.700130470044783,0.5092,0.5807999999999999
0.620194035213798,0.7020012507817386,0.6771356783919599,0.7415395572437533,0.48360000000000003,0.4883814102564103
0.5048633626679018,0.7118702553485162,0.6956503539992346,0.692943117390092,0.5147474747474747,0.4859775641025641
0.5788194444444444,0.7267741935483871,0.6671273593634345,0.6932366048531406,0.48199999999999993,0.5536
0.5056584362139918,0.6010324483775811,0.711007869536361,0.7555107886861443,0.5244,0.6234493797519007
0.5653225806451613,0.7267741935483871,0.7208429008802142,0.721881295341011,0.6149839743589742,0.6346848655158571
0.5491935483870968,0.7484593837535014,0.700853921103529,0.7422129186602872,0.49939783219590517,0.6330790847049379
0.5042372881355932,0.7764705882352941,0.6875485342651911,0.7074280873808416,0.5750310045473336,0.6347204707860445
0.4601769911504424,0.657183908045977,0.7017404396266185,0.7018956145199926,0.48139255702280914,0.49699879951980797
0.4885026737967914,0.6651629072681704,0.7042189936797176,0.7125685267470713,0.5118426334805298,0.5198079231692676
0.59465737514518,0.7104440275171983,0.6588439114958432,0.6820975462403569,0.5964,0.5664391810517864
0.48541666666666666,0.7232258064516129,0.6962185708112907,0.7528733646581905,0.4873949579831933,0.5929383116883117
0.4909473684210526,0.6822580645161291,0.6783198919826297,0.7146930968527212,0.49858585858585863,0.5894949494949495
0.5292353823088456,0.7438490978676873,0.6919638565798327,0.7144641181988743,0.5242758057935537,0.5733333333333334
0.4704861111111111,0.6618093503339405,0.6647666654679276,0.7366609294320138,0.46124999999999994,0.5825977301387139
0.515625,0.6089635854341736,0.6871785606744956,0.6862647486295648,0.44217687074829937,0.5320512820512819
0.5930555555555556,0.6254838709677419,0.7284098677883223,0.7087178367445441,0.41067844239261336,0.5161030595813204
0.605497483546264,0.6504201680672269,0.66476264418811,0.71026972571689,0.4642857142857143,0.5020525451559934
0.42472152353575277,0.6959770114942528,0.6954484283379794,0.7269978123793592,0.4322916666666667,0.5
0.4935344827586207,0.5943952802359882,0.6921280233941317,0.7624446090012577,0.5357575757575758,0.6522609043617447
0.5669590643274854,0.6194641880809184,0.6453866029170289,0.7246615312791783,0.5332532051282052,0.49318910256410253
0.5926724137931034,0.6864316239316239,0.6831928578062599,0.6914471289471289,0.53341384863124,0.6926770708283314
0.6131944444444445,0.6620425029515938,0.6965310040769888,0.7419972751726306,0.5620202020202021,0.5776972624798712
0.48149478979518506,0.657051282051282,0.653357142857143,0.7286881587530472,0.4883720930232558,0.6161740558292282
0.47596638655462187,0.6935574229691877,0.661904412573818,0.6915324463118581,0.40982286634460546,0.4625603864734299
0.5123456790123456,0.7543333333333333,0.6795661572679903,0.766476250925632,0.5373317013463892,0.5760913912688699
0.5271929824561403,0.7373401534526854,0.7000941446893836,0.711941835027667,0.483741469289442,0.5006021678040948
0.5054012345679013,0.7149184149184149,0.7046435226046878,0.7020640126003502,0.468187274909964,0.5608974358974359
0.5357527847646425,0.6970248937462051,0.6786954890403166,0.747467166979362,0.46117546117546115,0.6513131313131313
0.5767511177347242,0.6606666666666666,0.6975090712954791,0.7099238961291577,0.49399999999999994,0.5178571428571428
0.6025246305418719,0.6622257053291537,0.6761747802569303,0.7039253816505001,0.4901477832512316,0.6002415458937198
0.42766698322253877,0.71875,0.6991751395534291,0.7110032401586226,0.48767676767676765,0.5104166666666666
0.572966128521684,0.6698275862068965,0.7108648398246802,0.6899115024115025,0.5299076676033722,0.6001602564102565
0.5558867362146052,0.7322404371584699,0.698650747427684,0.7195341654870674,0.4789915966386555,0.5507305194805195
0.5328781890046712,0.7428571428571429,0.687182808360318,0.7208314657104438,0.4435096153846154,0.5696
0.5517883755588674,0.658500590318772,0.7067188097971681,0.7363807674737323,0.5352564102564102,0.47639999999999993
0.45896464646464646,0.7345207803223072,0.6781729064553134,0.7010573932711337,0.5074747474747474,0.5438311688311688
0.5251461988304094,0.7005876068376069,0.6861873149518876,0.6984632198023817,0.4533813525410164,0.5148953301127214
0.48333333333333334,0.604735883424408,0.6975581395348837,0.675855787953018,0.47101449275362317,0.5006021678040947
0.37869458128078815,0.6882205513784461,0.6973287662942835,0.7297684240667168,0.38446054750402575,0.48727422003284077
0.5741430700447093,0.6609677419354839,0.6889107142857142,0.7322416116739473,0.5452,0.6165865384615384
0.48021525799303577,0.5909090909090909,0.733387272663313,0.699294482373457,0.5393716850265198,0.5519871537535127
0.596870342771982,0.695483870967742,0.6637461059190032,0.677653399668325,0.5576073865917303,0.5620941558441558
0.6466753585397653,0.6189655172413793,0.6927098656467588,0.7340366205037642,0.39691558441558444,0.5078787878787878
0.5688509021842355,0.624425287356322,0.7078346581875995,0.6953117268678872,0.468,0.5082296266559614
0.49838303988501614,0.6746666666666667,0.671998234079872,0.711139774859287,0.4645858343337335,0.5606242496998799
0.5723104056437389,0.6690322580645162,0.6964219114219115,0.6657203810727831,0.49639999999999995,0.5969490164592532
0.5469361147327249,0.6208257437765634,0.7153654802908533,0.7311117794022393,0.4697879151660665,0.6055999999999999
0.5418947368421052,0.6838709677419355,0.6759033323474317,0.7061216698283165,0.5158570855078282,0.5422705314009661
0.44187123668364986,0.7445736434108527,0.6403231707317074,0.6896674311926605,0.4831730769230769,0.5100160256410257
0.4511695906432749,0.6672413793103449,0.7165151515151515,0.7317305813806497,0.509090909090909,0.6264
