roc_top_bs_bias,roc_top_bs_mpqa,roc_top_bs_weibe,roc_top_bs_all,roc_entire_bs_bias,roc_entire_bs_mpqa,roc_entire_bs_weibe,roc_entire_bs_all,roc_top_covid_bias,roc_top_covid_mpqa,roc_top_covid_weibe,roc_top_covid_all,roc_entire_covid_bias,roc_entire_covid_mpqa,roc_entire_covid_weibe,roc_entire_covid_all,roc_top_celeb_bias,roc_top_celeb_mpqa,roc_top_celeb_weibe,roc_top_celeb_all,roc_entire_celeb_bias,roc_entire_celeb_mpqa,roc_entire_celeb_weibe,roc_entire_celeb_all
0.6173611111111111,0.5737847222222222,0.5864583333333333,0.665625,0.7351469668542839,0.6557223264540336,0.7398373983739838,0.7914321450906817,0.6484916214192098,0.6607786463209137,0.6590409099419584,0.6988450196592398,0.6608276096951808,0.6767894647215758,0.6434069364818074,0.7281943577226543,0.633453381352541,0.5194077631052421,0.47639055622248905,0.559423769507803,0.52781112444978,0.7180872348939576,0.6380552220888356,0.7090836334533813
0.6221676221676222,0.5318045318045319,0.6092001092001093,0.6366366366366366,0.7079326923076923,0.5870726495726496,0.6482371794871795,0.7684294871794871,0.6472097268789748,0.6683411089501128,0.644089536923242,0.7282630743714874,0.6967480713820986,0.6575541407193977,0.6643159215540477,0.7419660284413049,0.5498989898989899,0.4909090909090909,0.5434343434343434,0.5785858585858585,0.5311986863711002,0.6810344827586207,0.5564449917898193,0.7056650246305419
0.584575260804769,0.5018628912071534,0.4832339791356185,0.5782414307004471,0.6874193548387096,0.6179032258064516,0.6664516129032257,0.7590322580645161,0.6623690227292178,0.6438702025944809,0.6486141168127744,0.7170218489038869,0.7094976076555024,0.6635107655502392,0.6208492822966507,0.7464354066985646,0.6282467532467533,0.6584821428571429,0.578327922077922,0.5718344155844156,0.5032051282051282,0.5240384615384616,0.6159855769230769,0.5580929487179487
0.6088657105606259,0.5335723598435462,0.5645371577574968,0.5788787483702738,0.737844611528822,0.6959899749373434,0.7245614035087719,0.744235588972431,0.6334221313968057,0.674853118271722,0.6326862022406307,0.7324867107007749,0.6939677741812643,0.7118478674790557,0.6286236195734958,0.738189023229246,0.49516908212560384,0.6223832528180354,0.5670289855072465,0.5535426731078905,0.5495169082125604,0.6564009661835749,0.6024557165861514,0.7133655394524959
0.5909243697478992,0.5569747899159664,0.5467226890756303,0.5364705882352941,0.7470293933708568,0.5364290181363353,0.7224828017510945,0.7557848655409631,0.6765057583356552,0.6758324045695181,0.67900181108944,0.7427962756571005,0.6902306925308195,0.7052778281363307,0.6673710569253083,0.7374796047860768,0.5797633618931048,0.598531211750306,0.48674010607915136,0.554875560995512,0.5450836393308853,0.6462668298653611,0.5532435740514076,0.6527947776417788
0.5548611111111111,0.4928819444444445,0.5157986111111111,0.5388888888888889,0.699712643678161,0.6107758620689655,0.6060344827586207,0.7261494252873564,0.6620234869015358,0.6522372779283349,0.6678530563083409,0.7200782896717857,0.6916205319886691,0.681370993335449,0.6477896493764472,0.7563383758242533,0.4556,0.5116,0.5378000000000001,0.48919999999999997,0.6354,0.647,0.6344,0.6652
0.6133668702838663,0.6171397772188286,0.6879266978081207,0.6227093065037729,0.6879299562226391,0.6524390243902438,0.6696372732958099,0.785803627267042,0.656276666350621,0.6575210960462692,0.634244334881957,0.714824120603015,0.6972876728589233,0.6937919164342097,0.6691376342809663,0.7629473559261677,0.5272,0.5488,0.5432,0.58,0.5188301282051282,0.717948717948718,0.5975560897435898,0.6750801282051282
0.5493283927744326,0.6000463177396943,0.6790180639184809,0.5780453913849005,0.702208419599724,0.7097998619737751,0.766735679779158,0.802967563837129,0.6663377822426331,0.6232599024110218,0.6206826444699578,0.6952556926903941,0.7034169067757226,0.6833232642438888,0.6280091086532206,0.7340366205037643,0.564040404040404,0.6042424242424242,0.5111111111111111,0.5086868686868687,0.6235977564102565,0.7129407051282051,0.6352163461538461,0.7059294871794871
0.4996527777777778,0.5670138888888889,0.5295138888888888,0.7006944444444444,0.7279032258064516,0.6820967741935484,0.627258064516129,0.7340322580645162,0.644123565877128,0.6512537009622501,0.640896789415248,0.6951274518874908,0.679855705118707,0.6618872311567525,0.6109281147064523,0.7169666161368635,0.48839999999999995,0.5368,0.5337999999999999,0.5192,0.5852,0.6813999999999999,0.5388,0.6392
0.591820987654321,0.5932355967078189,0.5664866255144032,0.518775720164609,0.5883726647000983,0.5943952802359883,0.686701081612586,0.684857423795477,0.7057812648146393,0.6517315350336588,0.688353323219873,0.7426163838058215,0.699046310420718,0.6738009012890529,0.6395076679436869,0.7368270899076586,0.6516,0.6638,0.5054,0.7132000000000001,0.5378151260504201,0.6182472989195679,0.6306522609043618,0.6538615446178471
