roc_top_bs,roc_entire_bs,roc_top_covid,roc_entire_covid,roc_top_celebrity,roc_entire_celebrity
0.9152372784448256,0.9319742188594647,0.793745366938473,0.7781382588058197,0.508203281312525,0.5436174469787916
0.8355310824518185,0.9108695652173913,0.8090865985602829,0.8344210335667712,0.5126455238859895,0.5700521878763549
0.8890479599141017,0.85722363584959,0.7949393698408882,0.8229877547069356,0.541546093427036,0.6016666666666666
0.8554431461954973,0.8933473389355743,0.7660987654320989,0.7841976575706351,0.5608660130718954,0.625451625853071
0.837950937950938,0.9009433962264151,0.8046925186539509,0.8245281765018607,0.4938474159146842,0.641910879164994
0.8618197278911565,0.8833800841514726,0.7974728796844183,0.7855742703644547,0.5373737373737374,0.4852216748768473
0.8503440366972477,0.9256432004523608,0.7771061323079957,0.8225966183574879,0.515625,0.5933493589743589
0.8764630316871254,0.9112064116985378,0.7991838368905725,0.8068959064045059,0.43309294871794873,0.46978791516606644
0.9039310639510041,0.9073840549250386,0.7708961308494342,0.816675019473109,0.48223140495867767,0.5735353535353536
0.8615043615043615,0.9139601139601139,0.7834901752259884,0.8062120066535612,0.5783673469387755,0.6144
0.9336911235082269,0.9007719298245613,0.7740727740727741,0.8212229736280783,0.4825487012987013,0.5272435897435898
0.8692913385826772,0.8839473315590418,0.7925584975369458,0.8161964320341283,0.5540595675234598,0.6193910256410257
0.8534396809571286,0.9161290322580645,0.7819702110104736,0.8003539331271743,0.48459383753501406,0.6604
0.8995842889908257,0.9085383093016681,0.8131345883050471,0.8144681236416325,0.5483471074380165,0.6218386190285027
0.8644437973209086,0.8942355889724312,0.7934228395061728,0.8037623858030469,0.4942575881870385,0.5150541951023685
0.8945917285259809,0.8952280701754386,0.7946877022155117,0.8108338162851347,0.48389694041867953,0.5458937198067633
0.8991878027928185,0.8877145694424742,0.7928950544308162,0.8185912295952864,0.5158063225290117,0.52781112444978
0.8756768310059847,0.9069327731092437,0.7841574646031052,0.8084379320546026,0.5372596153846154,0.6013621794871795
0.8771653543307086,0.9000283205890682,0.7868665728256037,0.7919956775813773,0.5769547325102881,0.6258585858585859
0.8861075452859792,0.9397990945104697,0.8099977778600793,0.7960742404482443,0.4893877551020408,0.5284
0.8753537068477645,0.9312447434819175,0.7901779113892858,0.7963479499858119,0.46674826601387187,0.4528763769889841
0.8335709194583037,0.9100784973366975,0.7650072349989225,0.8136410287370202,0.4674747474747475,0.6
0.8532857142857143,0.9202959830866807,0.7642960589159707,0.8115215500579823,0.4766009852216749,0.4942528735632184
0.8973023123037396,0.9152219873150106,0.7827635591441658,0.8025366366166906,0.5339607201309329,0.5250903251706143
0.8918957413473864,0.8956994562530894,0.7994351851851851,0.7971388551798253,0.5311730926989335,0.5877157767964674
0.8524156660949114,0.9293127629733521,0.7991016452391508,0.7927970630324914,0.5092,0.5807999999999999
0.8734853884533142,0.9374552740804349,0.7889196761183461,0.81320293398533,0.5334133653461384,0.5714285714285714
0.914183891660727,0.8613973182780523,0.7787468674765562,0.833182389025745,0.4548374146928944,0.5180288461538461
0.854312188168211,0.9307325956016249,0.8025615374164783,0.8143521454238005,0.5265306122448979,0.534
0.9211582568807339,0.9067633880947301,0.7833714109292991,0.7931876932740627,0.5537325676784249,0.5194700923323966
0.8472457627118645,0.9068544995794786,0.7920935960591134,0.810260591237129,0.48360000000000003,0.48958333333333337
0.884098384098384,0.9082444918265814,0.7611198762567672,0.8150605553128489,0.5064412238325282,0.5256565656565657
0.9097647897362794,0.8985994397759105,0.8018934146116191,0.8160266587785016,0.5050999592003264,0.591111111111111
0.870848182466144,0.894659377628259,0.7981578947368422,0.7987699316628701,0.4716981132075471,0.5732637494981936
0.8711524695776665,0.8825344431687716,0.7907535219093007,0.8145437859247453,0.52,0.4709883953581433
0.8783984181908058,0.9189662417705561,0.775301724137931,0.8174502559644548,0.5305050505050506,0.5144230769230769
0.8676826662868538,0.8953602467059153,0.7925786140250257,0.7972866549950629,0.46469155844155846,0.453781512605042
0.8963031687125321,0.9246315789473685,0.789307595209507,0.7927162321380019,0.5136217948717949,0.5221417069243156
0.863005863005863,0.8859943977591037,0.8203516190052298,0.8177075781740852,0.49387254901960786,0.5786314525810323
0.9083072100313481,0.9200621425040605,0.7777942411221416,0.8164975339422514,0.41258169934640526,0.5540865384615384
0.8831260599208592,0.8985151982070319,0.7961566888396157,0.8078935285873086,0.48199999999999993,0.5536
0.8870760900541464,0.8868771929824562,0.7976396635133886,0.7971601391199152,0.4612,0.6095999999999999
0.8365079365079364,0.905708245243129,0.7722422339213694,0.815366083966878,0.49440000000000006,0.6360000000000001
0.8818155866400228,0.8992573910606698,0.776939894760246,0.8063884321501112,0.4501633986928104,0.48219287715086034
0.8848674836135652,0.8993715133112069,0.7946951174335036,0.8145440821256038,0.5073529411764706,0.5346138455382152
0.8556460176991151,0.8980364656381487,0.7900058517355015,0.8185341704902197,0.5244,0.627450980392157
0.9072701354240912,0.9007986548970155,0.7849950519544779,0.8127399587648814,0.49575757575757573,0.5987878787878788
0.8463129368135787,0.9012935883014623,0.7757273482959268,0.7915934414349126,0.5596146126053794,0.521075873143316
0.8722523551241793,0.9207573632538569,0.8102380246547594,0.8121767918418636,0.48983050847457626,0.5841666666666666
0.8831196581196581,0.9109463276836158,0.7764619395332171,0.823426900796743,0.4591503267973856,0.47338935574229696
