roc_top_bs,roc_entire_bs,roc_top_covid,roc_entire_covid,roc_top_celeb,roc_entire_celeb
0.21621621621621623,0.3589743589743589,0.4808743169398907,0.5125628140703519,0.5416666666666667,0.5714285714285714
0.0975609756097561,0.4489795918367347,0.5303867403314917,0.568421052631579,0.6122448979591837,0.5242718446601943
0.06666666666666667,0.5106382978723404,0.5041551246537396,0.5274725274725274,0.4583333333333333,0.4597701149425287
0.125,0.509090909090909,0.49855072463768113,0.53551912568306,0.5154639175257731,0.6071428571428571
0.12121212121212122,0.39215686274509803,0.5246753246753246,0.5417721518987343,0.5252525252525252,0.625
0.18181818181818182,0.32558139534883723,0.5027624309392265,0.5439560439560439,0.5098039215686274,0.6538461538461539
0.13793103448275862,0.4285714285714286,0.47592067988668557,0.5578947368421052,0.54,0.5333333333333333
0.1818181818181818,0.30769230769230765,0.48633879781420764,0.5251989389920425,0.5376344086021506,0.6071428571428571
0.0,0.5660377358490566,0.5050000000000001,0.546875,0.5471698113207547,0.58
0.0909090909090909,0.21276595744680854,0.5397727272727272,0.5459317585301838,0.6391752577319586,0.6526315789473683
0.12121212121212123,0.35000000000000003,0.5405405405405406,0.5423728813559323,0.5894736842105263,0.6095238095238096
0.2222222222222222,0.4444444444444444,0.5222551928783382,0.5495750708215298,0.5,0.5918367346938775
0.25,0.5531914893617021,0.4343163538873994,0.520775623268698,0.4946236559139785,0.6078431372549019
0.0,0.4,0.4769647696476965,0.5079365079365079,0.4444444444444445,0.6213592233009709
0.05405405405405406,0.20833333333333331,0.5130890052356021,0.5572139303482586,0.5416666666666667,0.6213592233009709
0.07407407407407407,0.4,0.49867374005305026,0.49066666666666664,0.5882352941176471,0.505050505050505
0.0,0.46511627906976744,0.5135135135135135,0.5948717948717949,0.6055045871559633,0.631578947368421
0.2580645161290323,0.3181818181818182,0.5095890410958904,0.596938775510204,0.5631067961165049,0.6
0.1212121212121212,0.4680851063829787,0.5098039215686274,0.5284974093264249,0.5192307692307692,0.5294117647058822
0.125,0.3111111111111111,0.4835164835164835,0.5737704918032787,0.5523809523809524,0.672566371681416
0.2926829268292683,0.3902439024390244,0.5,0.49336870026525204,0.5656565656565657,0.6476190476190475
0.0,0.47368421052631576,0.5759162303664922,0.519280205655527,0.5384615384615384,0.5599999999999999
0.0,0.37499999999999994,0.47619047619047616,0.49861495844875353,0.5346534653465346,0.594059405940594
0.07692307692307691,0.46808510638297873,0.5141242937853108,0.5118733509234829,0.5684210526315789,0.5154639175257733
0.125,0.28,0.5337078651685393,0.5519125683060109,0.5208333333333334,0.5599999999999999
0.1111111111111111,0.27906976744186046,0.46376811594202894,0.5147453083109919,0.5454545454545455,0.44680851063829785
0.0,0.391304347826087,0.5221932114882507,0.551219512195122,0.6060606060606061,0.6730769230769231
0.0,0.3783783783783784,0.4777777777777778,0.5239436619718311,0.4395604395604396,0.6250000000000001
0.0,0.27906976744186046,0.5,0.5445544554455446,0.616822429906542,0.6909090909090909
0.16216216216216217,0.37209302325581395,0.4871060171919771,0.5326633165829145,0.5294117647058824,0.54
0.13333333333333333,0.39024390243902435,0.5,0.6020942408376964,0.5945945945945946,0.6422018348623854
0.10526315789473685,0.4255319148936171,0.5292479108635098,0.5395095367847411,0.5263157894736842,0.6666666666666667
0.09523809523809525,0.4363636363636364,0.4901408450704226,0.5268817204301075,0.5454545454545455,0.6382978723404256
0.12903225806451613,0.48,0.4835164835164836,0.5248618784530386,0.4666666666666667,0.6
0.07407407407407407,0.425531914893617,0.543956043956044,0.49577464788732395,0.4842105263157895,0.6213592233009708
0.0625,0.42553191489361697,0.4672364672364672,0.5,0.6486486486486486,0.6481481481481481
0.10256410256410256,0.391304347826087,0.5242165242165242,0.5142857142857142,0.6213592233009707,0.6896551724137931
0.16666666666666666,0.36363636363636365,0.5231607629427792,0.5013774104683195,0.47916666666666663,0.5052631578947369
0.0,0.41025641025641024,0.5013927576601671,0.4789473684210527,0.5490196078431373,0.6391752577319588
0.14285714285714285,0.4313725490196078,0.4851752021563342,0.5639686684073106,0.52,0.6336633663366336
0.06896551724137931,0.5,0.5141242937853108,0.5714285714285714,0.6041666666666667,0.616822429906542
0.0,0.3636363636363636,0.5298701298701298,0.5770171149144255,0.5555555555555556,0.4782608695652174
0.0,0.3333333333333333,0.5217391304347826,0.5052083333333333,0.5,0.5161290322580645
0.17142857142857143,0.37209302325581395,0.5085714285714287,0.49586776859504134,0.45161290322580644,0.5111111111111111
0.05405405405405406,0.41509433962264153,0.5040214477211797,0.4986301369863013,0.4752475247524752,0.6890756302521007
0.0,0.5833333333333334,0.47282608695652173,0.5096952908587258,0.536082474226804,0.6
0.17142857142857143,0.3137254901960784,0.5231607629427792,0.5625,0.5052631578947369,0.5894736842105263
0.07142857142857144,0.39024390243902435,0.5425531914893617,0.4485488126649077,0.5510204081632654,0.54
0.058823529411764705,0.44,0.5542857142857143,0.5601965601965602,0.45652173913043476,0.5471698113207547
0.12121212121212122,0.4489795918367347,0.48554913294797686,0.5100286532951289,0.5510204081632654,0.5510204081632654
0.2857142857142857,0.2380952380952381,0.5185185185185185,0.5116279069767443,0.5686274509803921,0.5420560747663551
0.08695652173913045,0.28571428571428575,0.48238482384823855,0.5417721518987342,0.5098039215686274,0.6019417475728156
0.14285714285714285,0.27906976744186046,0.4986149584487536,0.5159574468085106,0.4666666666666667,0.5252525252525252
0.21428571428571427,0.5217391304347826,0.45892351274787535,0.5790884718498659,0.58,0.5576923076923076
0.07692307692307691,0.4666666666666667,0.5027322404371585,0.5113924050632912,0.5360824742268041,0.5833333333333334
0.09523809523809522,0.380952380952381,0.5478036175710594,0.5722070844686649,0.5625,0.5833333333333334
0.2162162162162162,0.40909090909090917,0.4817927170868347,0.5625,0.5714285714285715,0.5360824742268041
0.12121212121212122,0.5357142857142858,0.5382585751978892,0.5177111716621253,0.4888888888888889,0.54
0.25,0.5333333333333333,0.531578947368421,0.5299999999999999,0.4318181818181818,0.5242718446601942
0.0,0.3773584905660377,0.47668393782383417,0.5625,0.4666666666666666,0.6153846153846153
0.14814814814814814,0.5217391304347826,0.5013333333333332,0.5217391304347826,0.48979591836734687,0.5274725274725275
0.10810810810810811,0.5714285714285715,0.5056818181818182,0.6020408163265306,0.4854368932038835,0.47916666666666663
0.13793103448275862,0.5365853658536585,0.4573002754820937,0.5639686684073107,0.6095238095238096,0.6105263157894737
0.10256410256410256,0.44444444444444436,0.5246753246753246,0.5013054830287206,0.5242718446601942,0.6346153846153846
0.07407407407407407,0.5,0.5040650406504065,0.5700245700245701,0.4693877551020408,0.5686274509803921
0.2,0.4489795918367347,0.4550561797752809,0.5439999999999999,0.5148514851485149,0.5287356321839081
0.2702702702702703,0.46511627906976755,0.521505376344086,0.5238095238095238,0.5148514851485149,0.5454545454545454
0.1935483870967742,0.24390243902439024,0.5014577259475219,0.561307901907357,0.5510204081632654,0.5154639175257733
0.12500000000000003,0.4782608695652174,0.4831460674157303,0.5570291777188329,0.4395604395604396,0.4848484848484848
0.15384615384615383,0.4999999999999999,0.49856733524355307,0.5403899721448467,0.6168224299065421,0.6181818181818182
0.0,0.42424242424242425,0.4959568733153639,0.5668449197860962,0.5321100917431192,0.5869565217391305
0.0,0.52,0.4881889763779528,0.5386666666666666,0.5,0.6126126126126126
0.14285714285714285,0.5909090909090909,0.5149051490514905,0.5382716049382715,0.48543689320388356,0.553191489361702
0.18604651162790697,0.44,0.453781512605042,0.5454545454545455,0.4752475247524752,0.6542056074766356
0.05714285714285714,0.3404255319148936,0.4742857142857143,0.5534246575342466,0.5490196078431373,0.5979381443298969
0.0,0.4800000000000001,0.5042016806722689,0.5683060109289618,0.4946236559139785,0.5714285714285714
0.14285714285714285,0.358974358974359,0.5275362318840581,0.5359116022099447,0.46296296296296297,0.6481481481481483
0.10526315789473684,0.6206896551724139,0.5343915343915343,0.538860103626943,0.5098039215686274,0.6476190476190476
0.16216216216216217,0.3846153846153846,0.547872340425532,0.5721649484536082,0.5,0.6727272727272727
0.1818181818181818,0.47826086956521735,0.5684754521963825,0.4864864864864864,0.5052631578947367,0.5473684210526317
0.1142857142857143,0.48000000000000004,0.5087719298245614,0.5271317829457365,0.5306122448979592,0.6
0.0,0.37499999999999994,0.5164835164835164,0.518716577540107,0.5346534653465347,0.45544554455445546
