roc_top_bs_bias,roc_top_bs_mpqa,roc_top_bs_weibe,roc_top_bs_all,roc_entire_bs_bias,roc_entire_bs_mpqa,roc_entire_bs_weibe,roc_entire_bs_all,roc_top_covid_bias,roc_top_covid_mpqa,roc_top_covid_weibe,roc_top_covid_all,roc_entire_covid_bias,roc_entire_covid_mpqa,roc_entire_covid_weibe,roc_entire_covid_all,roc_top_celeb_bias,roc_top_celeb_mpqa,roc_top_celeb_weibe,roc_top_celeb_all,roc_entire_celeb_bias,roc_entire_celeb_mpqa,roc_entire_celeb_weibe,roc_entire_celeb_all
0.9038736420811893,0.756753859348199,0.8076400800457404,0.9368210405946256,0.9246181869132688,0.8015622810704778,0.8033137172481435,0.9295922656578394,0.7605294044971584,0.7187361008154188,0.7642234988880654,0.8293952310353347,0.7532853006695034,0.7340985377756466,0.7084413258957565,0.8122962810092929,0.633453381352541,0.5194077631052421,0.47639055622248905,0.559423769507803,0.52781112444978,0.7180872348939576,0.6380552220888356,0.7090836334533813
0.8939284161715694,0.7751412838719026,0.7780394145775974,0.9355165917982902,0.91781206171108,0.8169004207573632,0.7609046283309958,0.9603085553997195,0.7986304828410091,0.7315185999396525,0.7115577641893431,0.8345372029582556,0.7985752233759962,0.7994234484424051,0.7310824680028978,0.8358609031634872,0.5166599759132878,0.49297470895222806,0.5293054997992774,0.47731834604576473,0.5158570855078282,0.5859092733841831,0.5670413488558812,0.5640305098354075
0.9040085898353616,0.8081961345740876,0.7785612025769506,0.9402290622763064,0.8892422957308452,0.7980279898218829,0.8220596550749223,0.9444444444444444,0.7589434878832153,0.7318926349922632,0.7159444680759248,0.8220518700720658,0.8092239001016408,0.7549761628188374,0.7026341900198442,0.828723198296307,0.5787515502273667,0.6186440677966102,0.49648615130219104,0.5969408846630839,0.6620833333333332,0.6597916666666667,0.6331249999999999,0.6870833333333334
0.8642063265887717,0.8321459105158164,0.8206754060986037,0.9135793673411228,0.9491596638655462,0.7996848739495798,0.7909663865546218,0.9504201680672268,0.7625864197530865,0.7251018518518518,0.7001327160493827,0.8211172839506171,0.7618238348225066,0.7416022699830959,0.723059043709249,0.7999034049746437,0.571078431372549,0.545547385620915,0.5778186274509804,0.698937908496732,0.6435166599759132,0.706945002007226,0.5835006021678041,0.6924929747089523
0.8654401154401155,0.7724386724386724,0.792965367965368,0.8886724386724387,0.8830403087478559,0.7245211549456834,0.7980989136649514,0.9033018867924528,0.7876136532094679,0.7218090626080942,0.7322231556060681,0.8225126006819192,0.784692015852303,0.7541231694939828,0.7188874389831327,0.8334934270939055,0.5176374077112387,0.645611156685808,0.5250205086136176,0.5697292863002461,0.6258530710558009,0.6152147731834605,0.5062224006423124,0.6226415094339623
0.8973922902494331,0.7630385487528344,0.816609977324263,0.9511054421768708,0.9160589060308556,0.7743338008415148,0.713499298737728,0.9140953716690042,0.7936821992110453,0.7305689102564101,0.7340329142011834,0.8374815088757397,0.7915638158850007,0.7311238565413096,0.7093860413339143,0.8269928851459272,0.5498989898989899,0.4909090909090909,0.5434343434343434,0.5785858585858585,0.5311986863711002,0.6810344827586207,0.5564449917898193,0.7056650246305419
0.8520642201834863,0.7889908256880733,0.7654099770642202,0.9118405963302753,0.9268447837150129,0.7958015267175574,0.7818066157760815,0.9370229007633587,0.7610729074238392,0.7292252045745835,0.7260641575470769,0.8138124815143449,0.762336956521739,0.7665036231884058,0.706929347826087,0.8143176328502416,0.5272435897435898,0.5572916666666667,0.5428685897435898,0.6137820512820513,0.4783653846153846,0.6901041666666667,0.5220352564102564,0.6061698717948718
0.8798886668569798,0.7790108478447045,0.7266628604053669,0.9064373394233514,0.9055469628796401,0.7581200787401575,0.7714074803149606,0.9577474690663668,0.7907450183251716,0.7321044688780068,0.7238473620992332,0.83203363207983,0.798154531569765,0.7782660927624072,0.7111331791921472,0.8421602303666186,0.5236378205128205,0.6258012820512819,0.5370592948717949,0.6157852564102564,0.6966786714685874,0.6696678671468587,0.5814325730292117,0.7294917967186876
0.8830650904429568,0.8567155675829653,0.7971086739780657,0.9141147984617576,0.918593246462099,0.7824716267339218,0.7911937788986968,0.9300826677875857,0.7413895340218412,0.7156693185748877,0.6902888273953649,0.7931202747442803,0.7697342599916673,0.7490716308502352,0.7060285122544728,0.8330746982422879,0.5400826446280992,0.6018595041322312,0.584297520661157,0.5400826446280992,0.6044444444444445,0.6345454545454545,0.6490909090909092,0.6464646464646464
0.8596453596453597,0.7813170313170312,0.7487129987129987,0.9055484055484055,0.9066951566951567,0.7963675213675213,0.8023860398860398,0.9444444444444444,0.7760613105469474,0.7266808463279212,0.7053618905115807,0.8181860338580633,0.7781944654468472,0.7636201421442612,0.6992923030394678,0.8301043399364888,0.5224489795918368,0.6006122448979592,0.4985714285714286,0.576734693877551,0.5596,0.4364,0.5920000000000001,0.5776
